,age,sex,years_study,color_race,salary,civil_status,region
64177,48,man,8.0,white,2544.0,married,midwest
64178,43,woman,8.0,brown,12422.391189513477,married,midwest
64179,21,man,11.0,white,15840.0,not_married,midwest
64180,43,man,8.0,brown,18900.0,not_married,midwest
64181,59,woman,5.0,brown,12422.391189513477,not_married,midwest
64182,34,woman,11.0,brown,12422.391189513477,not_married,midwest
64183,36,woman,5.0,brown,12422.391189513477,not_married,midwest
64184,50,man,7.0,white,12422.391189513477,married,midwest
64185,47,woman,5.0,brown,12422.391189513477,married,midwest
64186,25,woman,5.0,white,27120.0,not_married,midwest
64187,30,man,5.0,white,13560.0,not_married,midwest
64188,40,man,6.0,white,1962.0,married,midwest
64189,36,woman,5.0,white,12422.391189513477,married,midwest
64190,38,man,9.0,white,8436.599609375,married,midwest
64191,38,woman,7.0,brown,12422.391189513477,married,midwest
64192,59,woman,5.0,white,12422.391189513477,not_married,midwest
64193,29,woman,11.0,white,3210.0,not_married,midwest
64194,49,man,5.0,brown,24480.0,married,midwest
64195,44,woman,12.0,brown,12422.391189513477,married,midwest
64196,55,man,5.0,white,3477.599853515625,not_married,midwest
64197,51,woman,11.0,white,12422.391189513477,not_married,midwest
64198,57,woman,5.0,brown,12422.391189513477,not_married,midwest
64199,32,woman,8.0,brown,1296.0,not_married,midwest
64200,45,woman,5.0,black,12422.391189513477,not_married,midwest
64201,49,man,7.0,brown,12422.391189513477,married,midwest
64202,44,woman,15.0,white,15696.0,married,midwest
64203,54,man,5.0,brown,18540.0,married,midwest
64204,48,woman,5.0,brown,12422.391189513477,married,midwest
64205,21,man,11.0,brown,18540.0,not_married,midwest
64206,43,man,8.0,brown,5229.0,married,midwest
64207,35,woman,7.0,brown,1357.050048828125,married,midwest
64208,48,man,5.0,white,12081.599975585938,married,midwest
64209,43,woman,5.0,brown,12422.391189513477,married,midwest
64210,47,woman,5.0,brown,12422.391189513477,not_married,midwest
64211,21,man,11.0,brown,3922.25,not_married,midwest
64212,50,man,5.0,brown,12422.391189513477,not_married,midwest
64213,28,man,5.0,brown,5229.0,married,midwest
64214,24,woman,6.0,brown,12422.391189513477,married,midwest
64215,50,man,6.0,brown,12422.391189513477,married,midwest
64216,49,woman,5.0,brown,12422.391189513477,married,midwest
64217,23,man,9.0,brown,12422.391189513477,not_married,midwest
64218,21,woman,14.0,brown,12422.391189513477,not_married,midwest
64219,28,man,5.0,brown,10458.0,married,midwest
64220,29,woman,5.0,brown,12422.391189513477,married,midwest
64221,53,man,5.0,brown,4992.0,married,midwest
64222,49,woman,5.0,brown,5179.2001953125,married,midwest
64223,25,woman,11.0,brown,17640.0,not_married,midwest
64224,59,man,5.0,brown,10458.0,not_married,midwest
64225,25,man,5.0,brown,7837.19970703125,not_married,midwest
64226,59,man,5.0,brown,4992.0,married,midwest
64227,55,woman,5.0,brown,12422.391189513477,married,midwest
64228,27,man,5.0,white,10059.599609375,married,midwest
64229,25,woman,6.0,white,5029.7998046875,married,midwest
64230,22,man,10.0,white,9211.19921875,not_married,midwest
64231,23,man,11.0,white,11514.0,not_married,midwest
64232,41,man,5.0,brown,7272.0,married,midwest
64233,46,woman,5.0,brown,12422.391189513477,married,midwest
64234,35,man,5.0,brown,5898.39990234375,married,midwest
64235,47,woman,8.0,white,3636.0,married,midwest
64236,55,man,5.0,black,4848.0,not_married,midwest
64237,28,man,11.0,white,10908.0,married,midwest
64238,31,woman,11.0,brown,12422.391189513477,married,midwest
64239,53,man,5.0,brown,4949.0,married,midwest
64240,41,woman,5.0,brown,12422.391189513477,married,midwest
64241,32,man,5.0,white,6060.0,not_married,midwest
64242,43,man,5.0,brown,10059.599609375,married,midwest
64243,33,woman,11.0,brown,12422.391189513477,married,midwest
64244,43,man,5.0,brown,7380.0,married,midwest
64245,23,woman,5.0,brown,12422.391189513477,married,midwest
64246,30,man,5.0,white,9960.0,not_married,midwest
64247,33,man,5.0,black,7920.0,married,midwest
64248,26,woman,10.0,brown,12422.391189513477,married,midwest
64249,41,man,5.0,white,9960.0,married,midwest
64250,34,woman,5.0,white,12422.391189513477,married,midwest
64251,49,man,12.0,brown,7380.0,not_married,midwest
64252,42,man,5.0,white,9600.0,not_married,midwest
64253,46,man,5.0,white,9600.0,not_married,midwest
64254,20,man,10.0,brown,1200.0,married,midwest
64255,23,woman,5.0,white,12422.391189513477,married,midwest
64256,49,woman,15.0,brown,29400.0,not_married,midwest
64257,55,man,11.0,brown,12422.391189513477,not_married,midwest
64258,50,man,5.0,white,10335.599609375,married,midwest
64259,52,woman,5.0,black,12422.391189513477,married,midwest
64260,25,woman,11.0,brown,12422.391189513477,not_married,midwest
64261,51,man,11.0,brown,36000.0,married,midwest
64262,48,woman,8.0,brown,12422.391189513477,married,midwest
64263,60,man,15.0,brown,14400.0,not_married,midwest
64264,22,woman,15.0,white,12422.391189513477,not_married,midwest
64265,24,man,11.0,brown,1336.5,not_married,midwest
64266,28,woman,8.0,white,12422.391189513477,not_married,midwest
64267,26,man,11.0,black,9266.400390625,married,midwest
64268,21,woman,11.0,brown,12422.391189513477,married,midwest
64269,46,man,5.0,black,9504.0,married,midwest
64270,41,woman,5.0,black,12422.391189513477,married,midwest
64271,58,woman,5.0,black,12422.391189513477,not_married,midwest
64272,56,woman,11.0,white,17820.0,not_married,midwest
64273,28,man,7.0,brown,3600.0,not_married,midwest
64274,55,woman,5.0,white,12422.391189513477,not_married,midwest
64275,34,man,5.0,brown,5940.0,not_married,midwest
64276,27,man,5.0,brown,5940.0,not_married,midwest
64277,57,man,5.0,brown,7128.0,married,midwest
64278,56,woman,5.0,brown,12422.391189513477,married,midwest
64279,25,man,8.0,brown,3200.0,not_married,midwest
64280,59,woman,5.0,white,12422.391189513477,not_married,midwest
64281,28,man,5.0,brown,10989.0,married,midwest
64282,32,woman,5.0,white,12422.391189513477,married,midwest
64283,48,man,5.0,white,10956.0,married,midwest
64284,50,woman,5.0,brown,12422.391189513477,married,midwest
64285,54,man,5.0,white,10956.0,married,midwest
64286,34,woman,5.0,brown,12422.391189513477,married,midwest
64287,50,woman,8.0,brown,12422.391189513477,not_married,midwest
64288,25,man,8.0,brown,3960.0,not_married,midwest
64289,53,man,5.0,white,19080.0,married,midwest
64290,42,woman,5.0,brown,19080.0,married,midwest
64291,43,man,5.0,brown,1980.0,married,midwest
64292,35,woman,5.0,white,106.0,married,midwest
64293,58,man,5.0,white,10159.19921875,not_married,midwest
64294,50,man,5.0,brown,12422.391189513477,not_married,midwest
64295,29,man,7.0,white,13080.0,married,midwest
64296,24,woman,6.0,brown,12422.391189513477,married,midwest
64297,44,man,5.0,white,13080.0,married,midwest
64298,45,woman,7.0,brown,12422.391189513477,married,midwest
64299,22,man,11.0,white,9156.0,not_married,midwest
64300,58,man,5.0,white,14994.0,married,midwest
64301,51,woman,5.0,white,12422.391189513477,married,midwest
64302,40,man,5.0,white,10725.599609375,married,midwest
64303,37,woman,9.0,white,5428.2001953125,married,midwest
64304,23,man,5.0,brown,11118.0,married,midwest
64305,23,woman,8.0,white,3270.0,married,midwest
64306,27,man,8.0,white,6932.400390625,married,midwest
64307,23,woman,7.0,white,756.0,married,midwest
64308,53,man,5.0,brown,13563.958984375,not_married,midwest
64309,36,man,5.0,white,5341.0,married,midwest
64310,43,woman,5.0,white,12422.391189513477,married,midwest
64311,39,man,7.0,white,22050.0,not_married,midwest
64312,30,man,11.0,white,10856.400390625,married,midwest
64313,24,woman,10.0,brown,12422.391189513477,married,midwest
64314,53,man,5.0,brown,5229.0,not_married,midwest
64315,60,man,5.0,black,7509.599609375,not_married,midwest
64316,33,man,5.0,brown,7837.19970703125,married,midwest
64317,47,woman,5.0,white,12422.391189513477,married,midwest
64318,30,man,5.0,white,8820.0,married,midwest
64319,25,woman,5.0,brown,12422.391189513477,married,midwest
64320,53,man,5.0,white,7560.0,not_married,midwest
64321,47,woman,5.0,white,12422.391189513477,not_married,midwest
64322,39,man,11.0,white,12422.391189513477,married,midwest
64323,30,woman,11.0,brown,12422.391189513477,married,midwest
64324,51,man,5.0,white,7875.0,married,midwest
64325,48,woman,11.0,white,12422.391189513477,married,midwest
64326,51,man,12.0,white,12480.0,married,midwest
64327,35,woman,7.0,white,12422.391189513477,married,midwest
64328,60,woman,5.0,brown,9984.0,not_married,midwest
64329,43,man,5.0,white,10458.0,not_married,midwest
64330,41,man,12.0,white,15120.0,not_married,midwest
64331,32,man,5.0,white,10458.0,married,midwest
64332,28,woman,5.0,white,12422.391189513477,married,midwest
64333,24,man,12.0,white,5229.0,not_married,midwest
64334,43,man,11.0,white,10500.0,married,midwest
64335,34,woman,11.0,brown,12422.391189513477,married,midwest
64336,37,man,5.0,brown,7560.0,not_married,midwest
64337,29,man,11.0,brown,9576.0,married,midwest
64338,26,woman,10.0,white,9828.0,married,midwest
64339,28,man,6.0,white,10531.5,married,midwest
64340,24,woman,9.0,brown,12422.391189513477,married,midwest
64341,41,man,8.0,brown,11088.0,married,midwest
64342,38,woman,5.0,brown,10080.0,married,midwest
64343,48,man,5.0,brown,10458.0,married,midwest
64344,57,woman,5.0,brown,5079.599609375,married,midwest
64345,27,man,8.0,brown,8302.19921875,married,midwest
64346,22,woman,8.0,brown,6060.0,married,midwest
64347,32,man,6.0,brown,10908.0,married,midwest
64348,32,woman,6.0,brown,12422.391189513477,married,midwest
64349,51,man,5.0,white,18180.0,married,midwest
64350,41,woman,8.0,black,12422.391189513477,married,midwest
64351,24,man,10.0,brown,10908.0,not_married,midwest
64352,59,woman,5.0,black,12422.391189513477,not_married,midwest
64353,30,man,5.0,white,10908.0,married,midwest
64354,33,woman,7.0,brown,12422.391189513477,married,midwest
64355,35,man,5.0,white,8993.0400390625,married,midwest
64356,33,woman,5.0,brown,5938.7998046875,married,midwest
64357,27,man,5.0,brown,8580.9599609375,married,midwest
64358,28,woman,5.0,brown,6011.52001953125,married,midwest
64359,22,man,8.0,white,8484.0,not_married,midwest
64360,41,man,5.0,white,6799.31982421875,married,midwest
64361,40,woman,5.0,brown,6799.31982421875,married,midwest
64362,46,man,5.0,brown,3600.0,married,midwest
64363,43,woman,5.0,brown,12422.391189513477,married,midwest
64364,21,man,11.0,brown,12422.391189513477,not_married,midwest
64365,41,man,5.0,brown,9600.0,married,midwest
64366,36,woman,5.0,white,12422.391189513477,married,midwest
64367,33,man,5.0,white,24000.0,married,midwest
64368,23,woman,8.0,brown,12422.391189513477,married,midwest
64369,42,woman,5.0,white,12422.391189513477,not_married,midwest
64370,44,man,5.0,white,30000.0,married,midwest
64371,46,woman,5.0,brown,12422.391189513477,married,midwest
64372,56,man,11.0,brown,11286.0,married,midwest
64373,45,woman,8.0,white,1782.0,married,midwest
64374,25,man,5.0,brown,48960.0,not_married,midwest
64375,45,man,5.0,white,5346.0,married,midwest
64376,43,woman,5.0,brown,12422.391189513477,married,midwest
64377,50,man,5.0,white,5940.0,married,midwest
64378,48,woman,5.0,brown,5400.0,married,midwest
64379,27,man,5.0,brown,2376.0,not_married,midwest
64380,50,man,5.0,brown,7200.0,married,midwest
64381,45,woman,5.0,white,3180.0,married,midwest
64382,25,man,5.0,brown,4200.0,not_married,midwest
64383,22,man,8.0,white,7128.0,not_married,midwest
64384,37,man,5.0,brown,13068.0,married,midwest
64385,44,woman,5.0,white,12422.391189513477,married,midwest
64386,22,man,6.0,white,7200.0,not_married,midwest
64387,39,man,5.0,brown,9000.0,married,midwest
64388,45,woman,5.0,white,12422.391189513477,married,midwest
64389,58,man,8.0,brown,46560.0,married,midwest
64390,53,woman,5.0,white,12422.391189513477,married,midwest
64391,28,man,5.0,brown,18000.0,not_married,midwest
64392,56,man,5.0,brown,5580.0,not_married,midwest
64393,42,man,5.0,white,5400.0,not_married,midwest
64394,39,man,5.0,white,12422.391189513477,not_married,midwest
64395,36,man,5.0,white,4200.0,married,midwest
64396,30,woman,5.0,brown,12422.391189513477,married,midwest
64397,57,man,5.0,white,4158.0,married,midwest
64398,51,woman,5.0,white,12422.391189513477,married,midwest
64399,35,man,5.0,white,11160.0,married,midwest
64400,30,woman,5.0,white,5580.0,married,midwest
64401,40,man,7.0,brown,12422.391189513477,married,midwest
64402,44,woman,7.0,white,12422.391189513477,married,midwest
64403,33,man,5.0,white,10123.19921875,married,midwest
64404,28,woman,5.0,white,12422.391189513477,married,midwest
64405,33,man,5.0,white,1998.0,not_married,midwest
64406,49,man,5.0,brown,8285.0400390625,married,midwest
64407,45,woman,5.0,brown,12422.391189513477,married,midwest
64408,27,man,5.0,brown,10956.0,married,midwest
64409,35,woman,5.0,brown,12422.391189513477,married,midwest
64410,25,man,5.0,white,8210.400390625,married,midwest
64411,27,woman,5.0,white,5832.0,married,midwest
64412,22,man,14.0,white,7920.0,married,midwest
64413,20,woman,14.0,white,1980.0,married,midwest
64414,53,man,5.0,white,6847.43994140625,married,midwest
64415,51,woman,5.0,white,12422.391189513477,married,midwest
64416,23,man,5.0,white,5280.0,not_married,midwest
64417,30,man,5.0,white,10856.400390625,married,midwest
64418,33,woman,5.0,brown,3780.0,married,midwest
64419,60,man,5.0,white,175032.0,married,midwest
64420,56,woman,12.0,white,12422.391189513477,married,midwest
64421,41,man,6.0,white,12236.19970703125,married,midwest
64422,36,woman,15.0,white,12422.391189513477,married,midwest
64423,41,man,5.0,white,4578.0,not_married,midwest
64424,31,woman,5.0,brown,12422.391189513477,not_married,midwest
64425,35,man,5.0,brown,10856.400390625,married,midwest
64426,32,woman,6.0,brown,12422.391189513477,married,midwest
64427,42,man,5.0,white,60600.0,not_married,midwest
64428,40,man,5.0,brown,37800.0,married,midwest
64429,30,woman,5.0,brown,12422.391189513477,married,midwest
64430,48,man,5.0,brown,61800.0,married,midwest
64431,46,woman,5.0,brown,12422.391189513477,married,midwest
64432,29,man,5.0,white,18900.0,married,midwest
64433,27,woman,11.0,white,12422.391189513477,married,midwest
64434,28,man,11.0,white,18900.0,married,midwest
64435,22,woman,11.0,white,5880.0,married,midwest
64436,26,man,11.0,brown,58800.0,married,midwest
64437,26,woman,11.0,white,12422.391189513477,married,midwest
64438,59,man,5.0,white,3744.0,not_married,midwest
64439,36,man,6.0,white,3780.0,not_married,midwest
64440,54,man,5.0,white,23520.0,married,midwest
64441,50,woman,5.0,white,12422.391189513477,married,midwest
64442,34,man,8.0,white,12600.0,married,midwest
64443,34,woman,7.0,white,12422.391189513477,married,midwest
64444,29,man,8.0,white,35280.0,married,midwest
64445,27,woman,9.0,white,12422.391189513477,married,midwest
64446,41,man,5.0,brown,21216.0,married,midwest
64447,39,woman,5.0,brown,12422.391189513477,married,midwest
64448,21,woman,13.0,white,12422.391189513477,not_married,midwest
64449,34,man,5.0,brown,5796.0,married,midwest
64450,33,woman,5.0,brown,12422.391189513477,married,midwest
64451,40,man,5.0,brown,16380.0,married,midwest
64452,32,woman,5.0,brown,12422.391189513477,married,midwest
64453,59,woman,5.0,brown,12422.391189513477,not_married,midwest
64454,49,man,5.0,brown,6300.0,married,midwest
64455,43,woman,5.0,white,12422.391189513477,married,midwest
64456,46,man,7.0,white,12422.391189513477,married,midwest
64457,44,woman,5.0,brown,12422.391189513477,married,midwest
64458,29,man,7.0,white,838.2999877929688,not_married,midwest
64459,60,man,5.0,brown,12422.391189513477,married,midwest
64460,54,woman,5.0,white,12422.391189513477,married,midwest
64461,55,man,5.0,brown,12600.0,married,midwest
64462,53,woman,5.0,white,12422.391189513477,married,midwest
64463,22,man,10.0,brown,8400.0,married,midwest
64464,27,woman,7.0,brown,12422.391189513477,married,midwest
64465,52,man,5.0,brown,24000.0,married,midwest
64466,46,woman,5.0,white,12422.391189513477,married,midwest
64467,60,man,5.0,white,9600.0,married,midwest
64468,51,woman,5.0,white,12422.391189513477,married,midwest
64469,55,man,5.0,brown,8712.0,married,midwest
64470,35,woman,5.0,white,12422.391189513477,married,midwest
64471,38,man,5.0,brown,17820.0,married,midwest
64472,32,woman,5.0,brown,12422.391189513477,married,midwest
64473,30,man,5.0,brown,12000.0,married,midwest
64474,32,woman,5.0,white,12422.391189513477,married,midwest
64475,50,man,5.0,brown,12422.391189513477,not_married,midwest
64476,40,woman,8.0,brown,12422.391189513477,not_married,midwest
64477,54,man,5.0,brown,2661.299987792969,married,midwest
64478,49,woman,5.0,brown,12422.391189513477,married,midwest
64479,30,man,8.0,brown,921.2999877929688,not_married,midwest
64480,20,man,8.0,brown,921.2999877929688,not_married,midwest
64481,32,man,5.0,brown,4778.599853515625,married,midwest
64482,39,woman,5.0,black,12422.391189513477,married,midwest
64483,50,man,5.0,white,10176.0,married,midwest
64484,44,woman,5.0,brown,12422.391189513477,married,midwest
64485,53,man,5.0,white,5478.0,not_married,midwest
64486,52,man,5.0,brown,10956.0,married,midwest
64487,45,woman,5.0,black,12422.391189513477,married,midwest
64488,57,man,5.0,white,10956.0,married,midwest
64489,52,woman,5.0,white,12422.391189513477,married,midwest
64490,58,woman,5.0,white,7593.599609375,not_married,midwest
64491,59,woman,5.0,white,12422.391189513477,not_married,midwest
64492,58,woman,5.0,white,12422.391189513477,not_married,midwest
64493,27,man,9.0,brown,5428.2001953125,married,midwest
64494,24,woman,5.0,white,12422.391189513477,married,midwest
64495,51,woman,5.0,white,12422.391189513477,not_married,midwest
64496,53,man,5.0,brown,2714.10009765625,not_married,midwest
64497,59,man,5.0,white,10332.0,married,midwest
64498,52,woman,5.0,white,12422.391189513477,married,midwest
64499,48,man,5.0,white,6300.0,married,midwest
64500,43,woman,5.0,white,12422.391189513477,married,midwest
64501,25,man,11.0,white,12422.391189513477,not_married,midwest
64502,50,woman,5.0,white,12422.391189513477,not_married,midwest
64503,60,man,5.0,white,6360.0,married,midwest
64504,60,woman,5.0,white,381.5999755859375,married,midwest
64505,31,man,7.0,brown,3816.0,not_married,midwest
64506,48,man,5.0,brown,3996.0,married,midwest
64507,48,woman,5.0,white,12422.391189513477,married,midwest
64508,42,man,5.0,brown,8403.60009765625,married,midwest
64509,41,woman,8.0,brown,388.8000183105469,married,midwest
64510,20,man,8.0,brown,6864.0,not_married,midwest
64511,28,man,5.0,brown,10956.0,married,midwest
64512,26,woman,5.0,brown,12422.391189513477,married,midwest
64513,30,man,5.0,brown,10956.0,married,midwest
64514,27,woman,5.0,white,2682.719970703125,married,midwest
64515,50,man,5.0,white,5478.0,married,midwest
64516,45,woman,15.0,brown,5727.0,married,midwest
64517,34,man,5.0,brown,12681.83984375,not_married,midwest
64518,57,woman,5.0,brown,12422.391189513477,not_married,midwest
64519,37,man,5.0,black,523.199951171875,married,midwest
64520,39,woman,5.0,black,12422.391189513477,married,midwest
64521,42,man,11.0,brown,9156.0,married,midwest
64522,38,woman,5.0,brown,420.0,married,midwest
64523,35,man,5.0,brown,12840.0,married,midwest
64524,32,woman,5.0,brown,2520.0,married,midwest
64525,58,man,10.0,white,12422.391189513477,married,midwest
64526,55,woman,5.0,white,12422.391189513477,married,midwest
64527,33,man,5.0,white,8175.0,not_married,midwest
64528,27,man,11.0,white,12600.0,not_married,midwest
64529,54,man,5.0,white,12422.391189513477,married,midwest
64530,54,woman,5.0,black,252.0,married,midwest
64531,27,man,5.0,black,7848.0,not_married,midwest
64532,42,man,5.0,brown,9156.0,married,midwest
64533,31,woman,5.0,brown,12422.391189513477,married,midwest
64534,44,man,5.0,white,7848.0,not_married,midwest
64535,39,man,5.0,white,2616.0,not_married,midwest
64536,34,man,14.0,white,16814.0400390625,married,midwest
64537,21,woman,11.0,brown,12422.391189513477,married,midwest
64538,36,woman,8.0,white,49440.0,married,midwest
64539,33,man,8.0,brown,12422.391189513477,married,midwest
64540,50,man,10.0,white,16516.79931640625,married,midwest
64541,52,woman,14.0,white,11471.16015625,married,midwest
64542,23,man,15.0,white,105.0,not_married,midwest
64543,47,man,5.0,brown,5670.0,not_married,midwest
64544,37,man,7.0,brown,8406.0,married,midwest
64545,29,woman,5.0,brown,332.79998779296875,married,midwest
64546,48,man,5.0,white,5229.0,married,midwest
64547,50,woman,10.0,brown,1236.0,married,midwest
64548,40,man,7.0,brown,12422.391189513477,married,midwest
64549,37,woman,5.0,white,865.199951171875,married,midwest
64550,37,man,6.0,white,5670.0,married,midwest
64551,41,woman,5.0,brown,12422.391189513477,married,midwest
64552,29,woman,11.0,brown,3621.840087890625,married,midwest
64553,28,man,8.0,brown,6174.0,married,midwest
64554,56,man,5.0,white,5229.0,not_married,midwest
64555,25,man,10.0,white,11025.0,married,midwest
64556,36,woman,11.0,brown,2961.0,married,midwest
64557,45,man,6.0,brown,3465.0,married,midwest
64558,33,woman,8.0,white,12422.391189513477,married,midwest
64559,30,man,5.0,white,16332.0,married,midwest
64560,28,woman,5.0,brown,12422.391189513477,married,midwest
64561,42,man,5.0,black,10059.599609375,married,midwest
64562,38,woman,5.0,brown,12422.391189513477,married,midwest
64563,41,woman,5.0,brown,12422.391189513477,not_married,midwest
64564,32,man,7.0,white,9667.19921875,married,midwest
64565,49,woman,11.0,white,12422.391189513477,married,midwest
64566,46,man,5.0,white,16380.0,not_married,midwest
64567,49,man,5.0,brown,8120.400390625,married,midwest
64568,37,woman,5.0,black,12422.391189513477,married,midwest
64569,43,woman,7.0,white,12422.391189513477,not_married,midwest
64570,52,man,11.0,white,12840.0,not_married,midwest
64571,35,man,7.0,white,5454.0,married,midwest
64572,34,woman,8.0,brown,12422.391189513477,married,midwest
64573,55,man,5.0,white,12422.391189513477,not_married,midwest
64574,25,man,8.0,white,10302.0,not_married,midwest
64575,52,man,5.0,brown,9960.0,married,midwest
64576,46,woman,5.0,white,240.0,married,midwest
64577,45,man,5.0,brown,10200.0,not_married,midwest
64578,41,man,5.0,brown,8040.0,married,midwest
64579,36,woman,5.0,white,12422.391189513477,married,midwest
64580,37,woman,15.0,white,12000.0,not_married,midwest
64581,37,man,11.0,brown,40800.0,not_married,midwest
64582,54,man,7.0,brown,12422.391189513477,married,midwest
64583,49,woman,5.0,white,12422.391189513477,married,midwest
64584,44,man,5.0,brown,4848.0,not_married,midwest
64585,54,man,5.0,white,12422.391189513477,married,midwest
64586,47,woman,5.0,brown,1840.0,married,midwest
64587,35,man,11.0,white,13243.6796875,married,midwest
64588,27,woman,5.0,black,12422.391189513477,married,midwest
64589,44,man,5.0,brown,7200.0,married,midwest
64590,33,woman,9.0,brown,8400.0,married,midwest
64591,42,man,5.0,brown,9600.0,married,midwest
64592,33,woman,5.0,brown,12422.391189513477,married,midwest
64593,27,woman,5.0,brown,12422.391189513477,not_married,midwest
64594,39,man,5.0,brown,12422.391189513477,not_married,midwest
64595,40,man,5.0,brown,4500.0,married,midwest
64596,31,woman,5.0,brown,12422.391189513477,married,midwest
64597,39,man,8.0,white,16968.0,married,midwest
64598,32,woman,6.0,white,12422.391189513477,married,midwest
64599,44,man,11.0,white,12120.0,not_married,midwest
64600,44,man,5.0,brown,2400.0,not_married,midwest
64601,59,woman,5.0,white,12422.391189513477,not_married,midwest
64602,34,man,5.0,brown,11048.400390625,not_married,midwest
64603,52,man,15.0,white,60000.0,married,midwest
64604,39,woman,15.0,brown,12422.391189513477,married,midwest
64605,31,man,7.0,brown,21384.0,married,midwest
64606,33,woman,11.0,brown,12422.391189513477,married,midwest
64607,44,man,5.0,white,29100.0,not_married,midwest
64608,45,man,5.0,brown,5580.0,married,midwest
64609,33,woman,8.0,brown,12422.391189513477,married,midwest
64610,54,woman,5.0,brown,12422.391189513477,not_married,midwest
64611,49,man,8.0,white,9600.0,married,midwest
64612,33,woman,11.0,white,12422.391189513477,married,midwest
64613,54,man,5.0,brown,91200.0,married,midwest
64614,52,woman,5.0,brown,12422.391189513477,married,midwest
64615,30,woman,11.0,brown,12422.391189513477,not_married,midwest
64616,22,man,7.0,brown,4848.0,not_married,midwest
64617,43,man,15.0,white,41400.0,married,midwest
64618,42,woman,11.0,white,12422.391189513477,married,midwest
64619,28,woman,11.0,white,5807.52001953125,married,midwest
64620,32,man,5.0,brown,14701.0,married,midwest
64621,36,man,11.0,brown,21960.0,married,midwest
64622,42,woman,10.0,white,12422.391189513477,married,midwest
64623,43,woman,5.0,brown,0.0,married,midwest
64624,43,man,5.0,white,12422.391189513477,married,midwest
64625,39,woman,11.0,brown,12422.391189513477,not_married,midwest
64626,36,woman,15.0,brown,21974.3984375,not_married,midwest
64627,34,man,11.0,brown,12422.391189513477,not_married,midwest
64628,31,man,5.0,brown,12422.391189513477,not_married,midwest
64629,28,man,11.0,brown,12422.391189513477,not_married,midwest
64630,34,man,8.0,brown,15120.0,married,midwest
64631,38,woman,11.0,brown,12422.391189513477,married,midwest
64632,48,man,8.0,brown,6300.0,not_married,midwest
64634,60,man,9.0,brown,3392.0,not_married,midwest
64635,33,man,5.0,white,3780.0,married,midwest
64636,37,woman,7.0,black,12422.391189513477,married,midwest
64637,45,man,5.0,brown,12422.391189513477,married,midwest
64638,42,woman,5.0,white,12422.391189513477,married,midwest
64639,37,woman,5.0,white,3057.599853515625,not_married,midwest
64640,32,woman,5.0,brown,4992.0,married,midwest
64641,49,man,5.0,white,12422.391189513477,married,midwest
64642,37,woman,8.0,black,11232.0,married,midwest
64643,39,man,8.0,brown,7560.0,married,midwest
64644,30,man,9.0,white,3050.25,married,midwest
64645,30,woman,5.0,black,12422.391189513477,married,midwest
64646,30,man,9.0,black,7560.0,not_married,midwest
64647,25,woman,11.0,white,12422.391189513477,not_married,midwest
64648,32,woman,8.0,brown,2520.0,not_married,midwest
64649,40,man,5.0,white,5454.0,married,midwest
64650,34,woman,8.0,brown,12422.391189513477,married,midwest
64651,38,woman,11.0,brown,5454.0,not_married,midwest
64653,42,woman,11.0,brown,5817.599609375,married,midwest
64654,33,man,11.0,brown,12456.0,married,midwest
64656,29,woman,8.0,white,6666.0,not_married,midwest
64657,27,woman,5.0,brown,5940.0,not_married,midwest
64658,33,woman,6.0,white,5940.0,not_married,midwest
64659,27,man,7.0,white,5994.0,not_married,midwest
64660,50,man,11.0,brown,12422.391189513477,married,midwest
64661,53,woman,12.0,brown,4800.0,married,midwest
64662,24,man,13.0,brown,12422.391189513477,not_married,midwest
64663,22,woman,12.0,brown,12422.391189513477,not_married,midwest
64664,58,man,11.0,white,18000.0,not_married,midwest
64665,26,man,15.0,white,39168.0,not_married,midwest
64666,60,woman,5.0,white,12422.391189513477,not_married,midwest
64667,35,woman,15.0,white,54540.0,married,midwest
64668,35,man,5.0,white,12422.391189513477,married,midwest
64669,42,man,14.0,white,16848.0,married,midwest
64670,37,woman,15.0,white,28500.0,married,midwest
64671,42,man,5.0,brown,6060.0,not_married,midwest
64672,33,woman,15.0,white,96600.0,married,midwest
64673,26,man,15.0,white,25220.310546875,married,midwest
64674,45,woman,8.0,white,12422.391189513477,not_married,midwest
64675,27,woman,11.0,white,12422.391189513477,not_married,midwest
64676,25,man,11.0,white,12422.391189513477,not_married,midwest
64677,21,woman,11.0,white,11988.0,not_married,midwest
64678,46,man,15.0,white,66000.0,married,midwest
64679,45,woman,15.0,white,69000.0,married,midwest
64680,59,woman,11.0,white,135474.59375,not_married,midwest
64681,29,woman,13.0,brown,16068.0,not_married,midwest
64682,25,woman,15.0,white,12422.391189513477,not_married,midwest
64683,44,man,8.0,brown,16950.0,not_married,midwest
64684,57,woman,11.0,white,43392.0,not_married,midwest
64685,30,man,13.0,white,12818.3994140625,not_married,midwest
64686,43,man,15.0,white,39240.0,married,midwest
64687,36,woman,15.0,white,39240.0,married,midwest
64688,36,man,15.0,white,12422.391189513477,not_married,midwest
64689,34,woman,15.0,black,35100.0,not_married,midwest
64690,26,man,12.0,black,6300.0,not_married,midwest
64691,22,woman,12.0,black,5194.0,not_married,midwest
64692,54,woman,10.0,brown,12422.391189513477,not_married,midwest
64693,31,woman,15.0,brown,88200.0,not_married,midwest
64694,21,man,11.0,brown,7245.0,married,midwest
64695,20,woman,11.0,white,1575.0,married,midwest
